method,n,snr_gain_mean,snr_gain_std,amp_ratio_mean,amp_ratio_std,delay_s_mean,delay_s_std,psd_1_5_mean,psd_1_5_std,psd_5_10_mean,psd_5_10_std,psd_10_20_mean,psd_10_20_std
exp5_p05_seed44_e009,25,-2.104503321439169,3.806851051119468,0.4349646324133864,0.19396502729948106,-0.31125,0.9960727571317268,5.6055134281969465,5.636277405010892,0.48824700480785466,8.7078191637275,6.691571776109412,8.048757494502583
exp5_p05_seed44_e010,25,-2.1917195086464734,4.627051900543256,0.49201629063559743,0.2304700426579235,-0.61875,0.9391876476508834,5.0992842741379825,5.128212005154866,0.012474141385146248,8.500736030835395,6.15730408822182,8.009116090190133
exp5_p05_seed44_e011,25,-2.182955686942314,3.205938179557434,0.525710373238298,0.24208581015324648,-0.5373333333333333,1.0275502691136602,4.3364770346849815,4.908471569063198,-0.9051716151082416,8.59381293984478,5.17471690219632,7.934054510613574
exp5_p05_seed44_e012,25,-2.3695498911815647,4.641877085106168,0.5231426727707773,0.23219953007808083,-0.5485714285714286,1.0176573738799541,4.5040366705513,4.606590473648386,-0.5313427713416761,8.363688402000193,5.5721421146117835,7.613787323923078
exp5_p05_seed44_e013,25,-2.1443420671405855,3.7910595212186418,0.5567790154440967,0.22769907582640256,-0.12785714285714286,1.1035150239862008,4.01927866134978,4.6733254427028195,-0.7362694031078516,8.211912648175819,5.24819216199694,7.3541131544073215
exp5_p05_seed44_e014,25,-2.015919703896065,3.644676921502133,0.5674656006026273,0.24220319693480594,-0.095,0.9980919296337387,3.944178176937698,4.7633701287110055,-0.7720798253644738,8.302890619429824,5.037263038869877,7.49573080850706
exp5_p05_seed44_e015,25,-2.325480166842263,4.931911113988938,0.5558974059164336,0.23412068016837784,-0.08562500000000003,1.0364058613183351,4.4028825761101515,4.825762075499465,-0.16780324286254228,8.53094074484415,5.829810090806998,7.4898943397404585
exp5_p05_seed44_e016,25,-2.2193168756523973,3.5628098855002004,0.5197456638434678,0.2215678890150335,-0.424,1.0136389889896698,4.408431086571155,4.887912121073796,-0.25081531003982377,8.640232386533082,5.860349917746463,7.464803727809384
exp5_p05_seed44_e017,25,-2.666454910942017,4.797973300965569,0.48136722811922494,0.20699718545294143,-0.4042857142857143,0.8063029764275451,4.314926990995548,5.277531433944757,-0.23555922396397513,8.420430616750695,5.5949113320939095,7.681786413649554
exp5_p05_seed44_e018,25,-1.8747907848789334,4.366208933735832,0.5503490441481559,0.22191809532335455,-0.63625,0.9534665371684524,4.451686819395039,4.717687195913115,-0.2531004078387406,7.935333481541998,5.770960742429383,6.821287037193054
exp5_p05_seed44_e019,25,-1.8055355750075068,4.228813119110701,0.536746801538449,0.21983688877211321,-0.564,0.9229070014542816,4.196136535558974,4.8318225697360955,-0.457634436958847,7.895527326822367,5.58449759153088,6.687920821615782
exp5_p05_seed44_e020,25,-2.132129731198011,4.183967969513599,0.5163971440483777,0.2170276301849832,-0.3835714285714285,0.8859184672486768,4.50950415185525,4.699746035168819,-0.20086640390277516,7.975496131849319,5.9792026138589485,6.737254555589419
exp5_p05_seed44_e021,25,-1.979163090004294,4.390586759628909,0.4942444973459722,0.1930641715965223,-0.42928571428571427,0.8742871732013971,4.881678632896198,4.728352277135368,0.22641643190601002,7.947466587761613,6.360678355289532,6.689550678144598
exp5_p05_seed44_e022,25,-1.9818690312437357,4.196056978731627,0.5089152357955659,0.19306981534007306,-0.4064285714285714,0.7987723360870476,4.799871342454042,4.5353145445525,0.12031595219100424,7.83979508419653,6.216182638918127,6.542116947908139
exp5_p05_seed44_e023,25,-1.6803116319006768,3.9417956460520247,0.5119332609751378,0.2059269419243671,-0.4135714285714286,0.9487706869030739,4.948875736225116,4.431969186987655,0.18005177503549086,7.9497621856604335,6.3207738104603095,6.727968440368548
exp5_p05_seed44_e024,25,-1.6706367150887258,3.9947755672724203,0.5195699109009836,0.20759360064748003,-0.3257142857142857,0.9488994699553966,4.909152103512337,4.418371861249657,0.08239613272244316,7.93417470041193,6.228561210694547,6.703484831806971
exp5_p05_seed44_e025,25,-2.195018508431082,4.875274579880625,0.4787843901474218,0.22467835043673173,-0.5814285714285713,0.9012915902260737,5.696409821368018,4.953870727684727,0.7903629873285216,8.398277059214886,6.794392091278472,7.3072010513916865
exp5_p05_seed44_e026,25,-2.3103096150208255,5.481703692081441,0.46189157442373774,0.2085560018124143,-0.5157142857142858,0.8498463246435818,6.172312568401455,5.0379101382937295,1.075454718468356,8.506682026428026,7.017573943392429,7.504958591453181
exp5_p05_seed44_e027,25,-2.2285385719886226,5.633553336880639,0.456674211101396,0.2054271193995362,-0.4120000000000001,0.9402070693912769,6.371584614592786,5.094337315308024,1.2376501789880896,8.476495038359134,7.032237818506411,7.609401045779745
exp5_p05_seed44_e028,25,-1.979370589104653,5.409521012834554,0.45609135019653285,0.20771106660931138,-0.43600000000000005,0.9431493342343337,6.38974808133707,5.27399684707871,1.2728054357584477,8.584517734270811,7.115657532772548,7.652636243929622
exp5_p05_seed44_e029,25,-1.895222980044461,5.348141126771088,0.44804473652940835,0.20170293618760246,-0.4733333333333334,0.9264819959874497,6.384286261981311,5.412720365277186,1.369330149468456,8.567912895229401,7.1643649024838405,7.624250858847068
exp5_p05_seed44_e030,25,-1.9426601222275064,5.508069004980182,0.45286848095670834,0.2059987316843013,-0.4153333333333333,0.9482184464680183,6.423455319664278,5.349372131755468,1.3453910072412603,8.574657533729024,7.148217225028734,7.622205354882962
exp5_p0_seed42_e001,25,-1.8339809526053366,5.548791554124093,0.37730237887283885,0.18562959994841713,0.29294117647058826,1.0129442508664146,5.942055064669354,7.115507121754091,0.7942021600898197,9.702203703449715,7.651312032621251,8.557164872522895
exp5_p0_seed42_e002,25,-1.3295947299930628,7.2392356239910844,0.4233306596386582,0.20438963346498,-3.7007434154171884e-18,1.0428998034327173,5.594422166490708,6.461486622059131,1.047041994048772,8.91823421305738,7.771651647759418,7.9624775073661
exp5_p0_seed42_e003,25,-0.9294415556550006,5.815224520827735,0.4490975244084277,0.19970365646418214,-0.2053846153846154,1.04154187023644,5.405289226089074,4.938270543840728,0.4630855647151651,7.93954059737385,7.023702022337034,7.201951843347159
exp5_p0_seed42_e004,25,-1.3264622907166352,4.46821744555348,0.4692283578259797,0.18274706546975858,-0.206,1.06016854006018,5.045984281013344,4.263383792914333,0.11078046505176893,7.596894059526769,6.324050042805031,6.781035802112091
exp5_p0_seed42_e005,25,-1.1448612566188399,4.498791397900518,0.4298016207009262,0.1900304975297359,-0.05749999999999997,1.0637815800247719,5.760398554387053,4.091938778409679,1.12378369780702,7.8053091908730705,7.403219595990867,6.681176282952387
exp5_p0_seed42_e006,25,-0.9250352830503524,3.753636897303595,0.4362473470602862,0.18730221238232964,-0.23812500000000003,0.9321092931491458,5.580333364044451,4.438936262703922,0.8856821211835871,8.079878245267677,6.996260972785296,6.843619618618744
exp5_p0_seed42_e007,25,-1.0990263167030592,5.152021825690822,0.428169733467261,0.1838261206854233,-0.07187500000000002,1.0665963315026918,5.711203577202349,3.709016622366934,0.8863759085052523,7.99772460722044,7.220255907783481,6.973838633404586
exp5_p0_seed42_e008,25,-1.5667966261389221,4.544984217574112,0.4560941143882688,0.17885619237850603,-0.16571428571428573,1.0128793066283457,5.325719529312994,3.804856089649485,0.5362212044172846,7.680499849318253,6.802146295261979,6.622280225413381
exp5_p0_seed42_e009,25,-0.649251678289704,3.882798422311266,0.43511419509478316,0.18836408043716396,-0.13357142857142856,1.095370825290668,6.311106322099806,3.9835146924824816,1.3996386510406855,7.7683021449636165,7.541370905663291,6.683651835173233
