case_id,event_template,station_template,noise_files,station_noise,onset_s,target_snr_db,method,background_suppression_db,output_vs_clean_snr,amp_ratio_clean,lag_s,corr_z
9,AM.R0BD5.event.20260414T210629.mseed,R0BD5,AM.RCCE6.noise.20250902T172254.mseed;AM.RD349.noise.20250603T222341.mseed;AM.R663D.noise.20250807T000025.mseed,RCCE6,18.76,5.0,Wiener_blind,0.5261288045969343,5.067520780174052,0.981099687928226,0.0,0.8314282849263693
9,AM.R0BD5.event.20260414T210629.mseed,R0BD5,AM.RCCE6.noise.20250902T172254.mseed;AM.RD349.noise.20250603T222341.mseed;AM.R663D.noise.20250807T000025.mseed,RCCE6,18.76,5.0,Wiener_oracle,5.535007087562779,10.865524112118699,0.8222620163205765,0.0,0.970551904482286
9,AM.R0BD5.event.20260414T210629.mseed,R0BD5,AM.RCCE6.noise.20250902T172254.mseed;AM.RD349.noise.20250603T222341.mseed;AM.R663D.noise.20250807T000025.mseed,RCCE6,18.76,5.0,p0_e06,6.198404351237791,0.8238270384434171,0.3699136145677624,0.0,0.35578993186511615
9,AM.R0BD5.event.20260414T210629.mseed,R0BD5,AM.RCCE6.noise.20250902T172254.mseed;AM.RD349.noise.20250603T222341.mseed;AM.R663D.noise.20250807T000025.mseed,RCCE6,18.76,5.0,p01_e07,6.344197583954032,0.6673127613315627,0.4801539115243139,0.0,0.36113529857366
9,AM.R0BD5.event.20260414T210629.mseed,R0BD5,AM.RCCE6.noise.20250902T172254.mseed;AM.RD349.noise.20250603T222341.mseed;AM.R663D.noise.20250807T000025.mseed,RCCE6,18.76,5.0,p05_e16,6.195060019175803,0.6712916668153203,0.3971931307084143,0.0,0.34314168152875674
10,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,-5.0,Noisy,-6.142765961944656e-13,-5.000000011188398,3.204020712265143,0.0,0.29162600779137493
10,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,-5.0,Bandpass,0.1670939531727303,-4.911053216452394,3.2625064974574487,0.0,0.28023221599503
10,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,-5.0,Wiener_blind,0.02956694326927084,-5.008238898813774,3.1455128297097374,0.0,0.27907196482255325
10,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,-5.0,Wiener_oracle,16.835594164992344,6.228949617814507,0.7254520353661051,0.0,0.8260911935970778
10,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,-5.0,p0_e06,6.526073417837479,-1.8758503145076637,1.5747266541953,0.24,0.1198021387876185
