seed,lambda0_method,lambda05_method,lambda0_epoch,lambda05_epoch,clean_snr_db_lambda0,clean_snr_db_lambda05,clean_snr_db_delta_lambda05_minus_lambda0,amp_ratio_lambda0,amp_ratio_lambda05,amp_ratio_delta_lambda05_minus_lambda0,corr_z_lambda0,corr_z_lambda05,corr_z_delta_lambda05_minus_lambda0
42,exp5_p0_seed42_e015,exp5_p05_seed42_e020,15,20,0.25533687897330865,-0.2073465383144866,-0.4626834172877953,0.6285371293539355,1.0817065485668893,0.45316941921295384,0.3508853431436455,0.3763591008265596,0.0254737576829141
43,exp5_p0_seed43_e008,exp5_p05_seed43_e022,8,22,-0.08008179221294302,-0.14581006141982966,-0.06572826920688664,1.1270631697746858,1.0871989680230858,-0.03986420175159999,0.40926657229073266,0.39239006072254395,-0.0168765115681887
44,exp5_p0_seed44_e013,exp5_p05_seed44_e014,13,14,-0.007872974322755475,-0.09382193726742322,-0.08594896294466774,0.9200082767096561,0.9729221098211254,0.052913833111469244,0.3452136048756302,0.3779570831180525,0.0327434782424223

