"run_name","lambda_pol","seed","epoch","gnorm_max","gnorm_mean","spike_count_gt10","nan_count","gamma_mean","gamma_max","gamma_global_max"
"exp5_p0_seed43","0.0","43","1","0.95","0.2","0","0","1.021","1.1049","1.1049"
"exp5_p0_seed43","0.0","43","2","0.98","0.24","0","0","1.0312","1.1387","1.1387"
"exp5_p0_seed43","0.0","43","3","0.86","0.26","0","0","1.0377","1.1485","1.1729"
"exp5_p0_seed43","0.0","43","4","1.17","0.28","0","0","1.0444","1.1581","1.2172"
"exp5_p0_seed43","0.0","43","5","1.67","0.28","0","0","1.0523","1.167","1.2547"
"exp5_p0_seed43","0.0","43","6","1.28","0.28","0","0","1.0611","1.1852","1.2848"
"exp5_p0_seed43","0.0","43","7","1.28","0.29","0","0","1.0742","1.2215","1.308"
"exp5_p0_seed43","0.0","43","8","1.28","0.29","0","0","1.1007","1.2711","1.3259"
"exp5_p0_seed43","0.0","43","9","1.26","0.29","0","0","1.2082","1.4306","1.4306"
"exp5_p0_seed43","0.0","43","10","2.9","0.43","0","0","1.3039","1.5362","1.5362"
"exp5_p0_seed43","0.0","43","11","20.37","1.71","8","0","1.4113","1.6506","1.6506"
"exp5_p0_seed43","0.0","43","12","34.41","5.1","195","0","1.5412","1.7705","1.7705"
"exp5_p0_seed43","0.0","43","13","53.52","3.05","105","0","1.7151","1.9419","1.9419"
"exp5_p0_seed43","0.0","43","14","99.63","2.32","68","0","1.849","2.0726","2.0726"
"exp5_p0_seed43","0.0","43","15","12.56","1.53","3","0","1.9443","2.1667","2.1667"
