"run_name","lambda_pol","seed","epoch","gnorm_max","gnorm_mean","spike_count_gt10","nan_count","gamma_mean","gamma_max","gamma_global_max"
"exp5_p0_seed44","0.0","44","1","3.42","0.2","0","0","1.0163","1.0598","1.0638"
"exp5_p0_seed44","0.0","44","2","0.74","0.24","0","0","1.0262","1.1479","1.1479"
"exp5_p0_seed44","0.0","44","3","0.92","0.28","0","0","1.0323","1.1694","1.1694"
"exp5_p0_seed44","0.0","44","4","1.27","0.29","0","0","1.0405","1.1863","1.1863"
"exp5_p0_seed44","0.0","44","5","0.97","0.29","0","0","1.0512","1.2089","1.2089"
"exp5_p0_seed44","0.0","44","6","1.22","0.29","0","0","1.0703","1.2505","1.2505"
"exp5_p0_seed44","0.0","44","7","1.51","0.29","0","0","1.151","1.3924","1.3924"
"exp5_p0_seed44","0.0","44","8","1.39","0.29","0","0","1.1939","1.4513","1.4513"
"exp5_p0_seed44","0.0","44","9","2.12","0.31","0","0","1.2807","1.5713","1.5713"
"exp5_p0_seed44","0.0","44","10","58.52","1.92","15","0","1.475","1.7548","1.7548"
"exp5_p0_seed44","0.0","44","11","57.95","3.18","107","0","1.6684","1.9309","1.9309"
"exp5_p0_seed44","0.0","44","12","142.14","2.56","160","0","1.7855","2.0435","2.0435"
"exp5_p0_seed44","0.0","44","13","635.67","37.35","2837","0","1.8065","2.0637","2.0637"
"exp5_p0_seed44","0.0","44","14","1305.26","35.64","2929","0","1.8713","2.126","2.126"
