contrast,metric,mean,ci_low,ci_high,n_stations
p01_e07-p0_e06,d_cov_gain_vs_identity,0.017259829476799174,0.009593082580721755,0.025273903583551416,34
p01_e07-p0_e06,theta_reduction_vs_identity,1.0991781583693168,-0.11824752635835663,2.3912243419148678,34
p01_e07-p0_e06,d_cov_clean,-0.017259829476799174,-0.02527390358355142,-0.009593082580721756,34
p01_e07-p0_e06,theta_deg,-1.0991781583693168,-2.3912243419148687,0.1182475263583555,34
p05_e16-p0_e06,d_cov_gain_vs_identity,0.01725248778954404,0.00436684444081901,0.029598646379765548,34
p05_e16-p0_e06,theta_reduction_vs_identity,1.0718689720609174,-0.49535261200625774,2.8472296859835464,34
p05_e16-p0_e06,d_cov_clean,-0.01725248778954404,-0.029598646379765566,-0.004366844440819012,34
p05_e16-p0_e06,theta_deg,-1.0718689720609174,-2.847229685983548,0.4953526120062574,34
