n_noise_windows,n_stations,median_n_samples,welch_nperseg,welch_noverlap,welch_segment_count_K,white_ac_approx_95_bound,msc_independence_mean_approx_1_over_K,msc_independence_95_threshold,station_median_abs_ac_lag_0p5s,station_median_abs_ac_lag_1s,station_median_abs_ac_mean_0p1_2s,ZN_station_median_mean_coherence_1_20hz,ZN_station_q25_mean_coherence_1_20hz,ZN_station_q75_mean_coherence_1_20hz,ZE_station_median_mean_coherence_1_20hz,ZE_station_q25_mean_coherence_1_20hz,ZE_station_q75_mean_coherence_1_20hz,NE_station_median_mean_coherence_1_20hz,NE_station_q25_mean_coherence_1_20hz,NE_station_q75_mean_coherence_1_20hz
180,38,18160,1024,512,34,0.01484130442988812,0.029411764705882353,0.08678118929147494,0.06178131937612112,0.055821705507822644,0.0675590910464836,0.13760071516217898,0.09967447122391272,0.1941267591353402,0.12888020345289755,0.09237165283692936,0.18042451611565447,0.1265998460785021,0.0882377500812188,0.1732100942857517
